"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"97","Sep 14, 2018 2:53:44 pm","Sep 14, 2018 3:10:54 pm","Complete","","","English","","","1536962023_5b9c2de7e720e5.70863113","","","","62.0","0","google-2018","1","df8cf82c-c0d1-4f4f-a7d1-134c1d969f56","","","","","","Different","","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","","","","09/14/2018","1","1","0","1","0","0","0","0","0","0","39","","","","","","","","47","","","","","","53","","","","","","2","3","4","5","","7","","","","","","","","15","","17","","","4","1","4","4","4","0","4","FF only"
"98","Sep 14, 2018 2:54:49 pm","Sep 14, 2018 3:03:03 pm","Complete","","","English","","","1536962089_5b9c2e295be7f1.23273003","","","","62.0","1","google-2018","1","b4d541be-1618-40d8-ac40-3cb09e4b9af6","","","Independent","","Customizable","","","","","","Stable","","","Easy to find","","","","Private","","Socially responsible","Good reputation","On my side","Been using for years","","09/14/2018","3","3","3","3","3","0","0","0","0","0","39","40","","","43","","","","","","49","50","51","","","54","55","","","","2","3","4","5","","","","9","","","","13","","","16","17","","","4","4","4","4","4","6","4","FF only"
"99","Sep 14, 2018 2:56:44 pm","Sep 14, 2018 2:57:53 pm","Partial","","","English","","","1536962204_5b9c2e9c00f7c8.12793039","","","","62.0","1","google-2018","0","f1290d25-e167-4208-b255-c919bc5aeea0","","","Independent","","","","Opensource","Friendly","","","Stable","","","","","","Secure","Private","Efficient","","Good reputation","","","","09/14/2018","2","1","2","0","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","Sep 14, 2018 2:56:31 pm","Sep 14, 2018 3:03:11 pm","Complete","","","English","","","1536962191_5b9c2e8f8a2e78.18715093","","","","62.0","1","google-2018","0","c81230b1-82bd-41c0-b6b7-64389670b367","","","","","","","","Friendly","Fast","","Stable","","","","","","Secure","Private","Efficient","","Good reputation","","","Distinctive","09/14/2018","1","0","2","1","1","0","0","0","0","0","39","40","","42","43","","45","","","","49","","","","53","","","","","","2","3","4","","","7","","9","10","","","13","","15","16","17","","","3","1","4","4","4","0","7","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"101","Sep 14, 2018 2:57:54 pm","Sep 14, 2018 3:05:16 pm","Partial","","","English","","","1536962274_5b9c2ee24132b0.56602925","","","","62.0","1","google-2018","0","8fad4abe-d1a5-43cb-8647-cc41e94a2a19","","","","","","","","","Fast","","Stable","","","","","","","Private","","","Good reputation","","","","09/14/2018","1","1","3","1","2","0","0","0","0","0","","","","","","","","","","","","","","","53","","","","","","2","3","4","5","","","","","","","","","","15","","17","","","4","2","0","3","4","","",""
"102","Sep 14, 2018 3:00:08 pm","Sep 14, 2018 3:06:27 pm","Complete","","","English","","","1536962408_5b9c2f686ccac7.60948930","","","","62.0","0","google-2018","1","77ad2d72-5be4-4eee-be24-4d9d8243132d","","","","Recommended","","","","Friendly","Fast","","Stable","","","","","Full of features","Secure","","","Socially responsible","Good reputation","","","","09/14/2018","","3","3","3","3","0","0","0","0","","","40","","","43","","","46","","","","50","","","","","","","","","2","","4","5","","","","","","","","","","","16","","","","4","0","3","4","4","3","2","FF only"
"103","Sep 14, 2018 2:59:58 pm","Sep 14, 2018 3:08:49 pm","Complete","","","English","","","1536962398_5b9c2f5eb1d8d2.29379412","","","","62.0","1","google-2018","1","594a1994-1e9c-4055-ad96-4b1bc268243b","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","Good reputation","","","","09/14/2018","3","1","3","3","2","0","0","3","0","0","","40","","","43","","","46","","","","","","","","","55","56","","","2","3","","5","","7","","9","","","12","","","15","16","17","","","3","2","2","4","4","0","8","FF only"
"104","Sep 14, 2018 3:00:23 pm","Sep 14, 2018 3:05:28 pm","Complete","","","English","","","1536962423_5b9c2f773a9146.30396715","","","","62.0","0","google-2018","1","75819483-7224-4fd2-8beb-3da837a3fecb","","","","","","","","","Fast","","Stable","","","","Simple","","","","","","","","Been using for years","","09/14/2018","2","0","1","0","2","0","0","0","0","0","","40","","","43","","","","","","49","","","","","","","56","","","2","3","","5","","7","","","10","","12","","","15","16","17","","","3","4","4","4","4","0","3","FF only"
"105","Sep 14, 2018 3:01:12 pm","Sep 14, 2018 3:04:55 pm","Complete","","","English","","","1536962472_5b9c2fa8c69645.71091839","","","","62.0","1","google-2018","0","fb8a8678-8631-45f3-a73b-a524253a3291","","","","Recommended","","","","Friendly","Fast","","","","","","","","Secure","","","","Good reputation","","Been using for years","","09/14/2018","3","2","3","2","2","0","0","0","0","0","","40","","","43","","","46","","48","","","","","","54","55","56","","","2","3","4","5","6","7","","","10","","12","13","","15","16","17","","","2","3","3","3","4","0","2","FF only"
"106","Sep 14, 2018 3:01:23 pm","Sep 14, 2018 3:06:49 pm","Complete","","","English","","","1536962483_5b9c2fb3418230.17229914","","","","62.0","1","google-2018","0","42e24d03-7c6f-47aa-8efe-8239630a3bd4","","","","","Customizable","","","","Fast","","Stable","","","","Simple","Full of features","Secure","Private","Efficient","","","","","","09/14/2018","2","2","2","1","1","0","0","1","0","0","39","40","","","43","","","","47","","","","51","","53","","","56","","","2","","4","5","","7","","","","","","","","15","16","","","","4","2","4","4","4","0","11","FF only"
"107","Sep 14, 2018 3:02:13 pm","Sep 14, 2018 3:02:26 pm","Partial","","","English","","","1536962533_5b9c2fe5780f82.30317671","","","","62.0","1","google-2018","1","dcfb3ef6-aa16-43ad-a1ba-f4fb1e16b492","","","","","Customizable","","","Friendly","","","Stable","","","","Simple","","","","","","","","","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","Sep 14, 2018 2:59:40 pm","Sep 14, 2018 3:10:29 pm","Complete","","","English","","","1536962379_5b9c2f4bec5bf1.07011564","","","","62.0","1","google-2018","1","50f71736-aaf1-4cc5-a9b9-fa543d5f4584","","","","","Customizable","","","Friendly","","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","","","","09/14/2018","3","3","3","3","3","0","0","0","0","0","","40","","","","","45","","","","","","","","","","55","56","","1","","3","4","","","","8","9","","","","","14","","","17","","","0","0","0","2","4","0","0","FF only"
"109","Sep 14, 2018 3:03:11 pm","Sep 14, 2018 3:09:16 pm","Complete","","","English","","","1536962591_5b9c301f1b4d77.89273249","","","","62.0","1","ddg","1","77c73c4d-b09d-41ae-b21c-f190b6787cec","","","","Recommended","Customizable","","Opensource","Friendly","","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","Socially responsible","Good reputation","","","","09/14/2018","2","1","3","2","0","0","0","0","0","0","39","40","","","43","44","45","","47","","49","","","","","","","56","","","2","3","4","5","6","7","","","","","","13","14","15","","17","","","4","2","2","4","4","3","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"110","Sep 14, 2018 3:03:54 pm","Sep 14, 2018 3:07:40 pm","Complete","","","English","","","1536962634_5b9c304a9bebd4.79050560","","","","62.0","1","google-2018","1","2c4af79b-84fd-4b1a-81d4-630639190e17","","","","","","","","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","","Good reputation","","Been using for years","","09/14/2018","2","2","3","2","2","0","0","0","0","0","39","40","","","","","","","","","","","","","","","","","","","2","","4","","","7","","","","","","13","","15","16","17","","","2","3","4","4","4","5","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"111","Sep 14, 2018 3:04:15 pm","Sep 14, 2018 3:23:00 pm","Complete","","","English","","","1536962655_5b9c305f44ae10.02841616","","","","62.0","1","ddg","0","e6e07a32-aef8-49e8-800b-01db048c62d7","","","","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","","","09/14/2018","2","3","3","2","2","0","0","0","0","0","","","","","","","","46","47","","","","","","","","","56","","","2","","","5","","7","","","","","12","","","15","","","","","4","0","4","4","4","24","24","FF only"
"112","Sep 14, 2018 3:03:14 pm","Sep 14, 2018 3:05:06 pm","Partial","","","English","","","1536962594_5b9c3022aab8c9.67904384","","","","62.0","1","google-2018","0","8504b2b1-cc26-487d-8827-f9a7284f312c","","","","","","","","Friendly","Fast","","Stable","","","","Simple","","","","","","","","","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113","Sep 14, 2018 3:04:58 pm","Sep 14, 2018 3:05:24 pm","Partial","","","English","","","1536962698_5b9c308a2ccb38.61834409","","","","60.0.1","0","google-2018","0","eaa4d71c-f9f2-4b8f-8ff2-7b514a72266d","","","","","Customizable","","","","Fast","","Stable","","","","","Full of features","","","","","Good reputation","","","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114","Sep 14, 2018 3:04:29 pm","Sep 14, 2018 3:08:59 pm","Complete","","","English","","","1536962669_5b9c306d7b70c6.33205412","","","","61.0.1","1","google-2018","0","9cde23c5-80f6-cc45-b4ee-7091a720e5db","","","","","","","","","Fast","","","","","","","","","","Efficient","Socially responsible","Good reputation","","","","09/14/2018","1","0","2","1","2","0","0","0","0","0","39","","","","43","","","","","","","","51","","53","","55","","","","2","3","4","5","","7","","","","","","13","","15","16","17","","","0","4","4","4","4","1","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"115","Sep 14, 2018 3:04:42 pm","Sep 14, 2018 3:13:38 pm","Complete","","","English","","","1536962681_5b9c3079f1b333.62521214","","","","62.0","0","google-2018","1","dad9f86e-8955-4bad-8384-a772c45b1954","","","Independent","Recommended","Customizable","","","Friendly","Fast","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/14/2018","3","2","2","2","1","0","0","0","0","0","39","40","","","43","","45","","47","","49","50","51","","53","","","","","","2","3","4","5","","","","9","","","12","13","","","","17","","","0","2","0","3","3","6","7","FF only"
"116","Sep 14, 2018 3:07:26 pm","Sep 14, 2018 3:09:46 pm","Complete","","","English","","","1536962846_5b9c311ead9404.68166835","","","","62.0","0","google-2018","1","51d61508-3392-4ca7-b45e-93329c9edced","","","","","Customizable","","","","","","Stable","","","","Simple","","Secure","Private","Efficient","","","","","","09/14/2018","3","2","3","2","3","0","0","0","0","0","","40","","","43","","","","","","","","","","53","","","","","1","2","","4","5","","","","","10","","","","","15","16","17","","","2","2","2","4","4","0","16","FF only"
"117","Sep 14, 2018 3:06:59 pm","Sep 14, 2018 3:12:54 pm","Complete","","","English","","","1536962819_5b9c3103d0a6b6.59038798","","","","62.0","1","google-2018","0","c3c2d705-af8e-411b-9291-f0e385640258","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","Good reputation","On my side","","","09/14/2018","2","2","2","","2","0","0","2","0","2","","","","","43","","","","","","","","","","","","","","","","2","","4","","","7","","","","","12","13","","","16","","","","0","4","0","0","4","0","2","I don't know"
"118","Sep 14, 2018 3:08:06 pm","Sep 14, 2018 3:10:42 pm","Complete","","","English","","","1536962886_5b9c3146b5df73.84168109","","","","62.0","1","google-2018","0","bad6cc56-9c00-4c2b-9f83-05c21c4dda73","","","","","Customizable","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","","Efficient","","","On my side","","","09/14/2018","3","3","2","2","3","0","0","0","0","0","39","","","","43","","","","47","48","","","51","","","","","56","","","2","3","4","5","","7","","","","","12","13","","","","17","","","4","4","4","4","4","0","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"119","Sep 14, 2018 3:07:57 pm","Sep 14, 2018 3:12:27 pm","Complete","","","English","","","1536962877_5b9c313d5f0631.59728612","","","","62.0","1","google-2018","1","0f6a2157-e437-48b8-a1b2-c6cf25c12c6e","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","Private","Efficient","","","","","","09/14/2018","2","2","2","","2","0","1","0","0","0","39","40","","","43","","45","46","","","49","","","","53","54","","56","","","2","3","4","5","","7","","","","","12","13","","15","16","17","","","3","2","4","4","3","4","5","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"120","Sep 14, 2018 3:09:11 pm","Sep 14, 2018 3:16:13 pm","Complete","","","English","","","1536962951_5b9c31872c4372.83280374","","","","62.0","1","google-2018","0","c28452b7-2270-4dd4-a3ac-bc78e2e8ea0d","","","Independent","","Customizable","Different","","","","","Stable","","","","Simple","Full of features","Secure","Private","Efficient","","Good reputation","","","Distinctive","09/14/2018","0","0","0","0","0","0","0","0","0","0","39","","","","43","","","","","","","","","","","","","","","","2","3","","5","","","","","","","","","","15","","","","","3","3","1","3","4","2","6","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"121","Sep 14, 2018 3:10:20 pm","Sep 14, 2018 3:12:05 pm","Partial","","","English","","","1536963020_5b9c31cc2ab187.77479486","","","","61.0.2","1","null","1","49b62df9-1bca-4321-872f-59f1aab53b0f","","","","","","","","","Fast","","Stable","","","Easy to find","","","","","","","","","Been using for years","","09/14/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122","Sep 14, 2018 3:12:15 pm","Sep 14, 2018 3:24:34 pm","Complete","","","English","","","1536963135_5b9c323f71f091.71647713","","","","62.0","1","google-2018","0","d03b61e2-6675-4d0d-bfbe-d16c558c0f34","","","","","","","","","Fast","","","","","","","","Secure","Private","Efficient","","","","","","09/14/2018","2","2","2","2","1","0","0","0","0","","","40","","","","","","46","","","49","","","","","","","","","","2","","4","5","","7","","9","","","12","","","15","","17","","","2","2","3","3","4","0","12","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"123","Sep 14, 2018 3:13:46 pm","Sep 14, 2018 3:16:27 pm","Complete","","","English","","","1536963226_5b9c329ac69558.27213914","","","","62.0","1","google-2018","1","daadaf21-c2a1-4e18-97d5-2da430ae9fce","","","Independent","","","","Opensource","","Fast","","","","","","","","","Private","","","","","","","09/14/2018","3","","2","1","0","0","1","1","1","0","39","","","42","43","","","","47","","49","50","51","","","","","","","","2","3","4","5","","","","","","","","13","","15","16","17","","","4","2","4","4","4","8","8","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
